Time,Tag,Flow
1618887389.0865738,,"15940004, 0.0000, -0.0333, 25.03, 25.07
"
1618887389.0965767,,"15945000, 0.0000, 0.0167, 25.03, 25.07
"
1618887389.0965767,,"15950004, -0.0167, 0.0167, 25.03, 25.07
"
1618887389.106574,,"15955008, -0.0167, -0.0167, 25.05, 25.11
"
1618887389.106574,,"15960008, -0.0500, -0.0500, 25.00, 25.08
"
1618887389.106574,,"15965008, -0.0500, -0.0667, 25.03, 25.08
"
1618887389.116575,,"15970000, -0.0167, -0.0833, 25.03, 25.06
"
1618887389.116575,,"15975004, -0.0667, 0.0000, 25.03, 25.07
"
1618887389.1265743,,"15980008, -0.0500, -0.0167, 25.02, 25.09
"
1618887389.1265743,,"15985008, 0.0500, 0.0167, 24.98, 25.09
"
1618887389.1365747,,"15990008, -0.0500, -0.0500, 24.98, 25.04
"
1618887389.1365747,,"15995008, 0.0000, 0.0167, 25.01, 25.09
"
1618887389.1465867,,"16000008, -0.0333, 0.0000, 25.01, 25.09
"
1618887389.1465867,,"16005000, 0.0167, -0.0167, 25.01, 25.06
"
1618887389.156576,,"16010000, -0.0500, -0.0167, 25.00, 25.06
"
1618887389.156576,,"16015008, 0.0500, -0.0167, 25.00, 25.06
"
1618887389.1687071,,"16020004, 0.0000, -0.0333, 25.01, 25.06
"
1618887389.1687071,,"16025000, 0.0000, -0.0500, 25.01, 25.08
"
1618887389.1767607,,"16030004, 0.0167, -0.0667, 25.00, 25.08
"
1618887389.1767607,,"16035008, -0.0333, 0.0000, 25.01, 25.08
"
1618887389.1888871,,"16040004, 0.0333, 0.0333, 25.00, 25.04
"
1618887389.1888871,,"16045004, -0.0167, -0.0333, 25.00, 25.07
"
1618887389.1989532,,"16050004, 0.0833, 0.0167, 25.01, 25.08
"
1618887389.1989532,,"16055000, 0.0167, 0.0167, 25.01, 25.08
"
1618887389.209071,,"16060008, 0.0000, 0.0000, 25.01, 25.08
"
1618887389.209071,,"16065004, 0.0167, -0.0500, 25.02, 25.12
"
1618887389.2191458,,"16070000, -0.0167, -0.0167, 25.04, 25.12
"
